rep,id,eta_beta_N_pow,eta_fact_beta_T,eta_fact_delta_T,eta_delta_N,eta_c,eta_cI,eta_k,eta_g,eta_mu,eta_P_N,eta_fact_P_T,eta_alpha_VLSG,eta_thresh_Weight,Group,groupVsnaive
1,103,0.00484651267434999,0,0,0.0327713199613942,0,0,0,0,0,0,0,0,0,Naive,G_Naive
2,103,-0.00427828792041257,0,0,-0.0826005020791561,0,0,0,0,0,0,0,0,0,Naive,G_Naive
3,103,0.628041634444797,0,0,-0.126542619227852,0,0,0,0,0,0,0,0,0,Naive,G_Naive
4,103,0.324687472230934,0,0,0.0301133896759802,0,0,0,0,0,0,0,0,0,Naive,G_Naive
5,103,0.412041776454521,0,0,0.165649021840431,0,0,0,0,0,0,0,0,0,Naive,G_Naive
6,103,0.633391828348488,0,0,0.275248117365633,0,0,0,0,0,0,0,0,0,Naive,G_Naive
7,103,-0.0897599869799789,0,0,-0.212953904916874,0,0,0,0,0,0,0,0,0,Naive,G_Naive
8,103,0.234641767321148,0,0,0.101363461748382,0,0,0,0,0,0,0,0,0,Naive,G_Naive
9,103,0.154828771412149,0,0,0.0784446591586421,0,0,0,0,0,0,0,0,0,Naive,G_Naive
10,103,0.201344154421543,0,0,0.0774730278385042,0,0,0,0,0,0,0,0,0,Naive,G_Naive
1,104,0.346071595641521,0,0,-0.00236956950810313,0,0,0,0,0,0,0,0,0,Naive,G_Naive
2,104,0.557763771999349,0,0,-0.125862290568102,0,0,0,0,0,0,0,0,0,Naive,G_Naive
3,104,0.594762591242016,0,0,-0.0642543632217763,0,0,0,0,0,0,0,0,0,Naive,G_Naive
4,104,0.0952836749796924,0,0,-0.204599658147367,0,0,0,0,0,0,0,0,0,Naive,G_Naive
5,104,0.697331330391197,0,0,-0.0537525378585611,0,0,0,0,0,0,0,0,0,Naive,G_Naive
6,104,0.850512340854958,0,0,-0.174450799424112,0,0,0,0,0,0,0,0,0,Naive,G_Naive
7,104,0.559559425485455,0,0,-0.071979508558449,0,0,0,0,0,0,0,0,0,Naive,G_Naive
8,104,0.864714741833418,0,0,0.0449747295314533,0,0,0,0,0,0,0,0,0,Naive,G_Naive
9,104,0.317700912819573,0,0,-0.0368919467308965,0,0,0,0,0,0,0,0,0,Naive,G_Naive
10,104,0.339479557788893,0,0,-0.116877706865036,0,0,0,0,0,0,0,0,0,Naive,G_Naive
1,105,-0.235589489586861,0,0,0.138259988268247,0,0,0,0,0,0,0,0,0,Naive,G_Naive
2,105,-0.282053851632006,0,0,-0.118168396191201,0,0,0,0,0,0,0,0,0,Naive,G_Naive
3,105,0.225376410697355,0,0,0.0883505484492486,0,0,0,0,0,0,0,0,0,Naive,G_Naive
4,105,-0.23811437977856,0,0,-0.01779737283687,0,0,0,0,0,0,0,0,0,Naive,G_Naive
5,105,0.0378904653880166,0,0,0.0300398994307143,0,0,0,0,0,0,0,0,0,Naive,G_Naive
6,105,0.129750082479351,0,0,0.0557122955295456,0,0,0,0,0,0,0,0,0,Naive,G_Naive
7,105,-0.183297834000597,0,0,-0.022918011995854,0,0,0,0,0,0,0,0,0,Naive,G_Naive
8,105,0.252906696085073,0,0,0.0472121465688551,0,0,0,0,0,0,0,0,0,Naive,G_Naive
9,105,-0.0380729792314224,0,0,0.150281734260222,0,0,0,0,0,0,0,0,0,Naive,G_Naive
10,105,0.153555916451054,0,0,-0.130233448351045,0,0,0,0,0,0,0,0,0,Naive,G_Naive
1,106,0.933397827974712,0,0,0.0329737110527088,0,0,0,0,0,0,0,0,0,Naive,G_Naive
2,106,0.660832214130994,0,0,-0.0781455367055022,0,0,0,0,0,0,0,0,0,Naive,G_Naive
3,106,0.915449052614349,0,0,-0.123226794494779,0,0,0,0,0,0,0,0,0,Naive,G_Naive
4,106,0.432323275146346,0,0,0.0846624605772314,0,0,0,0,0,0,0,0,0,Naive,G_Naive
5,106,0.505309117868016,0,0,-0.0441084833796367,0,0,0,0,0,0,0,0,0,Naive,G_Naive
6,106,0.415134869091391,0,0,-0.0248283842588923,0,0,0,0,0,0,0,0,0,Naive,G_Naive
7,106,0.872974447315772,0,0,-0.170592922585822,0,0,0,0,0,0,0,0,0,Naive,G_Naive
8,106,1.00093108641628,0,0,-0.104250198951741,0,0,0,0,0,0,0,0,0,Naive,G_Naive
9,106,2.02525432713704,0,0,-0.00336555639919907,0,0,0,0,0,0,0,0,0,Naive,G_Naive
10,106,0.945742910775019,0,0,0.130211416068411,0,0,0,0,0,0,0,0,0,Naive,G_Naive
1,201,0.0639584264746004,0,0,0.0312240523442945,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,201,0.516251050074534,0,0,-0.0445411406344399,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,201,0.151828026672933,0,0,0.126141795388539,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,201,0.151718536656681,0,0,0.0698099710091687,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,201,-0.0218395204664818,0,0,-0.154334176100535,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,201,-0.173939232001022,0,0,0.0085645656411811,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,201,0.239171941726761,0,0,-0.0906211338034768,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,201,-0.14124201581135,0,0,-0.00734160906123187,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,201,0.361569122097747,0,0,0.111274916949669,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,201,0.263845250522705,0,0,-0.157482547093246,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,202,0.270446179829975,0,0,0.283260662607222,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,202,-0.371872458144873,0,0,-0.170416039912421,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,202,-0.366411133753623,0,0,-0.0326722130338622,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,202,-0.862856166389297,0,0,-0.0391149994949546,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,202,-0.908540103991647,0,0,-0.112641623020646,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,202,-0.156771425485018,0,0,0.0256735462427954,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,202,-0.846993195016908,0,0,-0.0461886688202551,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,202,-0.931534085627909,0,0,0.0877093705119497,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,202,-0.503780477016457,0,0,0.34967599530106,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,202,-0.646215277116508,0,0,-0.0228082492881214,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,203,-0.620391400612688,0,0,0.0182640833767103,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,203,-0.0501314250702639,0,0,0.0380758683877702,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,203,-0.258875587588444,0,0,-0.115116906521816,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,203,-0.337791912970414,0,0,-0.0697042812776298,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,203,-0.34769273426843,0,0,0.0670829816149033,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,203,0.0867379175498687,0,0,-0.023829523257069,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,203,-0.31114749126542,0,0,0.0327679952206244,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,203,-0.143917713828642,0,0,-0.00778382026451037,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,203,-0.0562802191488193,0,0,0.113969152336253,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,203,-0.640043002388124,0,0,-0.0471264621081753,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,204,-0.552925077148023,0,0,-0.0360723575495348,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,204,-0.25823047569562,0,0,-0.125426291571135,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,204,-0.863276308039834,0,0,-0.0274203278409214,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,204,-0.260147881781355,0,0,0.0359554108745957,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,204,-0.772525620568845,0,0,-0.0989770277032714,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,204,-0.814775745244896,0,0,-0.192212197975013,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,204,-0.509972998221735,0,0,-0.161527702494458,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,204,-0.892220728399415,0,0,-0.23014008015753,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,204,-0.490295140593895,0,0,0.11543640359384,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,204,-0.548247552872675,0,0,-0.111324148064996,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,205,-0.680809260278314,0,0,-0.0809929805055274,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,205,-0.527447709402391,0,0,-0.0188071370957593,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,205,-0.1482308127398,0,0,0.098425355909631,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,205,-0.655730871203236,0,0,-0.132854153164207,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,205,-0.256000573567219,0,0,0.0209576193110013,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,205,-0.0852524346094211,0,0,-0.0886946091519018,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,205,-0.614241243380089,0,0,-0.00556540169758851,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,205,0.0842366980697198,0,0,-0.0158623740139236,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,205,-0.113368070540174,0,0,0.00301308692548957,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,205,-0.695510909410015,0,0,-0.146711799575519,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,206,-1.02828320468227,0,0,-0.0279631445850677,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,206,-0.547975303756686,0,0,0.187854933921551,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,206,-0.554993088348987,0,0,-0.0774273642674061,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,206,-0.466933841103827,0,0,0.0156652099542689,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,206,-0.427467357519367,0,0,0.162342081887483,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,206,-0.635939462403144,0,0,0.0287334984383197,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,206,-0.813101489957958,0,0,0.0476011268165617,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,206,-0.598931601756078,0,0,-0.143690783510647,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,206,-0.792617882356832,0,0,0.0659097156709355,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,206,-0.872318917072294,0,0,0.0520980087079956,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,301,-0.16924096664891,0,0,0.0395819568773734,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,301,-0.400599387575618,0,0,-0.146992819489009,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,301,-0.210267908770977,0,0,-0.128892414813096,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,301,-0.144864791323093,0,0,0.0866077610978057,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,301,-0.515823561205323,0,0,-0.0329803427372274,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,301,-0.0474463631448649,0,0,-0.124189162213414,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,301,0.0449866992333119,0,0,0.0134199213380659,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,301,0.174287477316021,0,0,0.250469507300131,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,301,-0.369694396022984,0,0,-0.212186221243878,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,301,-0.47745580028744,0,0,-0.261405675213981,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,302,-0.625693781959447,0,0,0.0695788460479459,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,302,-0.731225786085723,0,0,0.220784832218736,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,302,-0.662681037119023,0,0,-0.293560669726671,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,302,-1.65210746099317,0,0,0.000644176051284528,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,302,-1.15123990781817,0,0,-0.0128892015679807,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,302,-1.12199263631758,0,0,-0.159310231079046,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,302,-0.705694019083754,0,0,-0.0299191827153568,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,302,0.00475289381655386,0,0,0.118789133148103,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,302,-1.132320077953,0,0,-0.219545516445837,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,302,-0.760831950070841,0,0,0.229351969322153,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,303,-0.27333338610304,0,0,-0.100289609794894,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,303,-0.150390467357827,0,0,0.0919031145546294,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,303,-0.669262996257575,0,0,0.104518439063891,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,303,-0.532132758145022,0,0,0.0911314937817086,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,303,0.237997017139944,0,0,-0.0925092534795162,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,303,-0.0773211757292734,0,0,0.0844254002903728,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,303,-0.700107555848474,0,0,-0.153259058515457,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,303,-0.293302334478555,0,0,0.0394042845034745,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,303,0.0694392455864859,0,0,-0.0794643902494522,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,303,-0.256220803142694,0,0,0.0832686686951401,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,304,0.757147565642399,0,0,0.0843053319635767,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,304,-0.0970334062270352,0,0,0.119806295463277,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,304,0.174814476548224,0,0,0.0419785175470086,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,304,-0.262723285564262,0,0,-0.142086104372476,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,304,-0.314897728269475,0,0,-0.0972796390222555,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,304,0.152354363883421,0,0,0.103916617340398,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,304,-0.489490610140512,0,0,-0.0437715428839129,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,304,0.358888285943819,0,0,0.0406234593215042,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,304,-0.49306882192018,0,0,0.0121144610329,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,304,-0.161234714784978,0,0,-0.161696428325589,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,305,-0.37423443957164,0,0,0.0541273165482431,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,305,-0.752479206209067,0,0,-0.071009097577983,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,305,-1.03445083278669,0,0,-0.224132900754037,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,305,-0.525820360263191,0,0,-0.0832208158667769,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,305,-0.430543636964259,0,0,-0.00187545391039308,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,305,-0.443650113126342,0,0,-0.00370331636712626,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,305,-0.727119857444394,0,0,0.0527873196040781,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,305,-0.0753658613124677,0,0,0.0781663616129174,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,305,-0.292035363061791,0,0,0.13085843931418,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,305,-0.00747044345260403,0,0,0.0102071717332892,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,306,-0.750090639811425,0,0,0.038198380075021,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,306,-0.6839413507996,0,0,0.109849746514488,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,306,-0.0573760612877042,0,0,0.0438926389272041,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,306,-0.165335977903058,0,0,0.0624370024941072,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,306,0.0851871503715476,0,0,-0.0560455502673128,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,306,-0.164092543128757,0,0,0.105797950774401,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,306,-0.915950822720194,0,0,-0.288200397772635,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,306,-0.172216026332317,0,0,-0.102623886473995,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,306,-0.106526172866186,0,0,-0.0303703621835714,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,306,0.682561220192061,0,0,-0.236881027252745,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
