rep,id,eta_beta_N_pow,eta_fact_beta_T,eta_fact_delta_T,eta_delta_N,eta_c,eta_cI,eta_k,eta_g,eta_mu,eta_P_N,eta_fact_P_T,eta_alpha_VLSG,eta_thresh_Weight,Group,groupVsnaive
6,104,-0.421692251212722,0,0,-0.382640668688695,0,0,0,0,0,0,0,0,0,Naive,G_Naive
7,104,-0.275150461700618,0,0,-0.246630609638694,0,0,0,0,0,0,0,0,0,Naive,G_Naive
8,104,-0.559733062897731,0,0,-0.177364069560937,0,0,0,0,0,0,0,0,0,Naive,G_Naive
9,104,-0.10022622054637,0,0,-0.0282816981052499,0,0,0,0,0,0,0,0,0,Naive,G_Naive
10,104,0.000337449166911502,0,0,-0.146356793013163,0,0,0,0,0,0,0,0,0,Naive,G_Naive
1,105,-0.0684482522149044,0,0,0.330733917975293,0,0,0,0,0,0,0,0,0,Naive,G_Naive
2,105,-0.223545253177982,0,0,0.0205463720529601,0,0,0,0,0,0,0,0,0,Naive,G_Naive
3,105,-0.408517458663255,0,0,0.228165202563138,0,0,0,0,0,0,0,0,0,Naive,G_Naive
4,105,-0.462848020782865,0,0,-0.0208843631188576,0,0,0,0,0,0,0,0,0,Naive,G_Naive
5,105,-0.386748929155355,0,0,0.166993467664962,0,0,0,0,0,0,0,0,0,Naive,G_Naive
6,105,-0.266420329383501,0,0,0.277499231644433,0,0,0,0,0,0,0,0,0,Naive,G_Naive
7,105,-0.511698537246835,0,0,0.235595842218239,0,0,0,0,0,0,0,0,0,Naive,G_Naive
8,105,-0.542186127270339,0,0,0.100693228152196,0,0,0,0,0,0,0,0,0,Naive,G_Naive
9,105,-0.255689494979395,0,0,0.225575219992733,0,0,0,0,0,0,0,0,0,Naive,G_Naive
10,105,-0.416677222690783,0,0,0.100895276299964,0,0,0,0,0,0,0,0,0,Naive,G_Naive
1,106,-0.591631537740839,0,0,-0.348428080450761,0,0,0,0,0,0,0,0,0,Naive,G_Naive
2,106,-0.396906261064382,0,0,-0.260713193514496,0,0,0,0,0,0,0,0,0,Naive,G_Naive
3,106,-0.0355229385215022,0,0,0.00118273109259168,0,0,0,0,0,0,0,0,0,Naive,G_Naive
4,106,-0.208573587763318,0,0,-0.326959353277761,0,0,0,0,0,0,0,0,0,Naive,G_Naive
5,106,0.108590130544157,0,0,0.0706727038243519,0,0,0,0,0,0,0,0,0,Naive,G_Naive
6,106,0.113239284469133,0,0,0.00176050027244727,0,0,0,0,0,0,0,0,0,Naive,G_Naive
7,106,0.404593667540675,0,0,-0.132328129915013,0,0,0,0,0,0,0,0,0,Naive,G_Naive
8,106,-0.000938880589875114,0,0,-0.0577162318035087,0,0,0,0,0,0,0,0,0,Naive,G_Naive
9,106,0.104164452364262,0,0,-0.0895004063039081,0,0,0,0,0,0,0,0,0,Naive,G_Naive
10,106,-0.304550008512468,0,0,-0.275556294537206,0,0,0,0,0,0,0,0,0,Naive,G_Naive
1,201,0.326020010165258,0,0,-0.0222803617086616,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,201,0.309733560915619,0,0,-0.293097743622936,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,201,0.0869956447688251,0,0,-0.00341991450534326,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,201,0.294343589855033,0,0,-0.124999242229909,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,201,0.207294133958828,0,0,0.0336942218866067,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,201,0.248660198930268,0,0,-0.0288897299306646,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,201,0.448884044337537,0,0,-0.149215461261211,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,201,0.157287435992304,0,0,-0.464944115317656,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,201,0.6504958378823,0,0,-0.158716806543495,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,201,0.442839853683526,0,0,-0.223803862975815,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,202,-0.233507601701339,0,0,-0.0964089973825837,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,202,-0.226144194636038,0,0,-0.188206396601853,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,202,0.217426191555645,0,0,0.298555397370587,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,202,-0.339227990456145,0,0,-0.0716008839634441,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,202,-0.406754100931187,0,0,0.118826901390613,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,202,-0.0719056686586251,0,0,0.454846149307639,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,202,-0.279866748431202,0,0,-0.083866902128762,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,202,-0.187069992291675,0,0,-0.138449805832158,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,202,-0.251573327774352,0,0,0.102595881755688,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,202,-0.569986511158424,0,0,-0.0634435120765672,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,203,-0.521060585577177,0,0,-0.158112559733904,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,203,0.037994441094778,0,0,-0.0152629102354252,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,203,0.128085809479573,0,0,0.029284463670207,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,203,-0.124617221033673,0,0,0.0605069773849325,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,203,0.132042121200134,0,0,0.0565160392691653,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,203,-0.0767175005764205,0,0,0.146829788858053,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,203,-0.105547766653348,0,0,-0.059769718979757,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,203,0.148911249300313,0,0,0.173137409071933,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,203,0.267889226630286,0,0,0.034046230144165,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,203,0.0541590734709345,0,0,0.222516717212547,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,204,-0.317311623510384,0,0,-0.121642436440859,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,204,-0.219724635217704,0,0,-0.189669116644483,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,204,-0.267965933106739,0,0,0.0406604065116744,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,204,-0.274315856943291,0,0,-0.0280938606605921,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,204,-0.541741667399319,0,0,-0.341171098097153,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,204,-0.312464204729128,0,0,0.13644915172378,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,204,-0.193936486786462,0,0,-0.279553781401911,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,204,-0.0813984024879891,0,0,-0.11825469598605,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,204,0.264853062422213,0,0,0.267741244168523,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,204,-0.00910652778706464,0,0,-0.127219060205465,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,205,-0.273066428224858,0,0,-0.121887940140321,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,205,0.0705290729163811,0,0,0.135393772773081,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,205,-0.034144326358455,0,0,-0.163776962062719,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,205,-0.391896752347465,0,0,-0.0730067234025596,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,205,0.0337375152208651,0,0,-0.00125529786057074,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,205,0.295968634945958,0,0,-0.131397436712883,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,205,-0.353758690257498,0,0,-0.27959729347161,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,205,0.0105568210149894,0,0,-0.00332681222198323,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,205,-0.118629685776818,0,0,-0.0553029204075487,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,205,-0.656133672049707,0,0,-0.109966020584768,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,206,-0.212983456913127,0,0,0.14830322456065,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
2,206,0.00976127734140242,0,0,0.0254142593607456,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
3,206,-0.334982125889298,0,0,0.279016363584463,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
4,206,-0.600998591707988,0,0,-0.0500577567707055,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
5,206,-0.289639371707563,0,0,0.120972345553505,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
6,206,-0.159872392230628,0,0,0.352280494318583,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
7,206,-0.0785173254364597,0,0,0.268773271851217,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
8,206,0.104156172244369,0,0,0.802165700059829,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
9,206,-0.267144212585393,0,0,0.384194536048213,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
10,206,-0.304024110924818,0,0,-0.0841339755658649,0,0,0,0,0,0,0,0,0,Convalescent,G_conv
1,301,0.0189045724758546,0,0,0.116508472980404,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,301,0.294688562871608,0,0,0.162641360528914,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,301,0.0666059707975959,0,0,-0.172479904347866,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,301,0.214247092877121,0,0,-0.0143928971280385,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,301,0.236175775809407,0,0,0.221453348133822,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,301,-0.0124070931293063,0,0,-0.411087361444816,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,301,-0.104324897670764,0,0,-0.494449710444808,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,301,0.269759352282494,0,0,0.0363240341055508,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,301,0.0941836624214517,0,0,0.12544388581709,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,301,-0.324015901364523,0,0,-0.119225311303293,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,302,-0.363385898121269,0,0,0.119336941251032,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,302,-0.407702075733432,0,0,0.0343548212669781,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,302,-0.399279190251594,0,0,-0.294014524144845,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,302,0.0923164589198114,0,0,0.0946258806803248,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,302,0.307821497443936,0,0,0.128405246542582,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,302,-0.222602492252149,0,0,-0.0785984747052179,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,302,-0.170306821860043,0,0,0.383170926421313,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,302,-0.268454490532726,0,0,0.0633952185125672,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,302,-0.29769981525406,0,0,0.00341538517704092,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,302,-0.0177606485331409,0,0,0.531156206756413,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,303,-0.186133080247965,0,0,0.135800994449348,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,303,0.19623914362803,0,0,-0.0687761384862708,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,303,-0.0309677896075945,0,0,0.155893754002633,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,303,0.302000001113996,0,0,-0.0268082925773392,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,303,0.114761859649286,0,0,0.470885076297061,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,303,0.0524301843309478,0,0,0.23683230730674,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,303,-0.0921047510361534,0,0,0.142749837275535,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,303,-0.441202216221122,0,0,0.0124388205739659,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,303,0.222876294065703,0,0,0.190493960715981,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,303,-0.524480136951458,0,0,0.0695004136070247,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,304,0.416310292770932,0,0,0.0673249549951752,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,304,-0.0797765891998717,0,0,-0.314294456299031,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,304,0.273239606721892,0,0,0.191884806287344,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,304,0.288615771950448,0,0,-0.463772669820502,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,304,0.024639783124624,0,0,-0.22572813961968,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,304,-0.0113399626162711,0,0,-0.28601378518609,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,304,-0.0579292879255315,0,0,-0.13175140985288,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,304,0.0881399468763156,0,0,-0.301335581471288,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,304,0.110288878002884,0,0,0.0502114939102666,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,304,0.103313388174723,0,0,0.132542899557231,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,305,0.0938690511646051,0,0,-0.0341114779758379,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,305,-0.324886861775118,0,0,0.00460025734389038,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,305,0.370110330673442,0,0,0.165988454056678,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,305,-0.00608413235998702,0,0,0.181704682151578,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,305,0.298685275772241,0,0,0.172214974745841,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,305,-0.161605539799905,0,0,0.202672774455855,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,305,0.467320527261566,0,0,0.0188478149203808,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,305,0.130022472105873,0,0,0.329272659148138,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,305,-0.0847305146436796,0,0,0.0913058256684251,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,305,0.143370906446053,0,0,0.0749808749285571,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
1,306,0.132937597557131,0,0,0.0714181819871854,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
2,306,-0.146196054675266,0,0,0.116412360655331,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
3,306,0.36509826755672,0,0,0.047829079641048,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
4,306,-0.592949189056002,0,0,-0.252671155716476,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
5,306,0.0548913239264161,0,0,-0.0279967957039764,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
6,306,0.14075767329439,0,0,-0.0560796840160961,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
7,306,-0.0276149661184065,0,0,0.046273535017816,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
8,306,-0.118243974182339,0,0,-0.0827080740294284,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
9,306,0.237563157389534,0,0,0.0607904014876812,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
10,306,-0.256699831490025,0,0,-0.0705529780804823,0,0,0,0,0,0,0,0,0,Conv-CD40,G_convCD40
