"AnimalID";"Time";"log10VL";"obs";"Group";"type";"organ";"Weight";"ECL";"ECL.Slope";"ECL.Intercept";"censored"
101;3;5.81519774613382;4;"Naive";"Sg";"Naso";5.00632976578781;472831.981040587;-16815.2152397051;523277.626759702;0
101;4;3.99672463112953;4;"Naive";"Sg";"Naso";5.00632976578781;456016.765800882;-14410.3573554208;513658.195222565;0
101;5;NA;4;"Naive";"Sg";"Naso";5.00632976578781;441606.408445461;-14410.3573554208;513658.195222565;1
101;6;2.87448181769947;4;"Naive";"Sg";"Naso";5.00632976578781;427196.05109004;-14410.3573554208;513658.195222565;1
101;7;NA;4;"Naive";"Sg";"Naso";5.00632976578781;412785.693734619;-14410.3573554208;513658.195222565;1
101;8;NA;4;"Naive";"Sg";"Naso";5.00632976578781;398375.336379199;-14410.3573554201;513658.19522256;0
101;9;NA;4;"Naive";"Sg";"Naso";5.00632976578781;383964.979023778;-10995.7352189535;482926.59599436;1
101;10;NA;4;"Naive";"Sg";"Naso";5.00632976578781;372969.243804825;-10995.7352189535;482926.59599436;1
101;11;NA;4;"Naive";"Sg";"Naso";5.00632976578781;361973.508585871;-10995.7352189535;482926.59599436;1
101;12;NA;4;"Naive";"Sg";"Naso";5.00632976578781;350977.773366918;-10995.7352189535;482926.595994359;1
101;13;NA;4;"Naive";"Sg";"Naso";5.00632976578781;339982.038147965;-10995.7352189535;482926.59599436;1
101;14;NA;4;"Naive";"Sg";"Naso";5.00632976578781;328986.302929011;-10995.7352189535;482926.59599436;1
101;15;NA;4;"Naive";"Sg";"Naso";5.00632976578781;317990.567710057;-10995.7352189535;482926.595994359;1
101;16;NA;4;"Naive";"Sg";"Naso";5.00632976578781;306994.832491104;-10995.7352189535;482926.59599436;1
101;17;NA;4;"Naive";"Sg";"Naso";5.00632976578781;295999.097272151;-10995.7352189535;482926.59599436;1
101;18;NA;4;"Naive";"Sg";"Naso";5.00632976578781;285003.362053197;-10995.7352189535;482926.595994359;1
101;19;NA;4;"Naive";"Sg";"Naso";5.00632976578781;274007.626834244;-10995.7352189546;482926.59599438;1
101;20;NA;4;"Naive";"Sg";"Naso";5.00632976578781;263011.891615289;0;263011.891615289;1
102;0;2.67760695272049;1;"Naive";"Total";"Trachea";3.70971641558921;638486.160523961;-16088.7774947555;638486.160523961;1
102;1;5.93336888350907;1;"Naive";"Total";"Trachea";3.70971641558921;622397.383029205;-16088.7774947556;638486.160523961;0
102;2;5.72082282826431;1;"Naive";"Total";"Trachea";3.70971641558921;606308.60553445;-16088.7774947555;638486.160523961;0
102;3;4.43073538072941;1;"Naive";"Total";"Trachea";3.70971641558921;590219.828039694;-16088.7774947552;638486.16052396;0
102;4;6.3003458302089;1;"Naive";"Total";"Trachea";3.70971641558921;574131.050544939;-14280.0556722332;631251.273233872;0
102;5;NA;1;"Naive";"Total";"Trachea";3.70971641558921;559850.994872706;-14280.0556722332;631251.273233872;0
102;6;4.8336182383184;1;"Naive";"Total";"Trachea";3.70971641558921;545570.939200473;-14280.0556722332;631251.273233872;0
102;7;NA;1;"Naive";"Total";"Trachea";3.70971641558921;531290.88352824;-14280.0556722331;631251.273233871;1
102;8;NA;1;"Naive";"Total";"Trachea";3.70971641558921;517010.827856006;-14280.0556722333;631251.273233873;0
102;9;2.67760695272049;1;"Naive";"Total";"Trachea";3.70971641558921;502730.772183773;-11579.0641934621;606942.349924932;1
102;10;NA;1;"Naive";"Total";"Trachea";3.70971641558921;491151.707990311;-11579.0641934621;606942.349924932;0
102;11;NA;1;"Naive";"Total";"Trachea";3.70971641558921;479572.643796849;-11579.0641934621;606942.349924932;1
102;12;NA;1;"Naive";"Total";"Trachea";3.70971641558921;467993.579603387;-11579.0641934621;606942.349924932;1
102;13;NA;1;"Naive";"Total";"Trachea";3.70971641558921;456414.515409925;-11579.0641934621;606942.349924932;1
102;14;2.67760695272049;1;"Naive";"Total";"Trachea";3.70971641558921;444835.451216463;-11579.0641934621;606942.349924932;1
102;15;NA;1;"Naive";"Total";"Trachea";3.70971641558921;433256.387023001;-11579.0641934621;606942.349924933;1
102;16;NA;1;"Naive";"Total";"Trachea";3.70971641558921;421677.322829538;-11579.0641934621;606942.349924932;1
102;17;NA;1;"Naive";"Total";"Trachea";3.70971641558921;410098.258636076;-11579.0641934621;606942.349924932;1
102;18;NA;1;"Naive";"Total";"Trachea";3.70971641558921;398519.194442614;-11579.0641934621;606942.349924933;1
102;19;NA;1;"Naive";"Total";"Trachea";3.70971641558921;386940.130249152;-11579.0641934621;606942.349924932;1
102;20;2.67760695272049;1;"Naive";"Total";"Trachea";3.70971641558921;375361.06605569;0;375361.06605569;1
102;0;2.87448181769947;2;"Naive";"Sg";"Trachea";3.70971641558921;638486.160523961;-16088.7774947555;638486.160523961;1
102;1;6.38205993025635;2;"Naive";"Sg";"Trachea";3.70971641558921;622397.383029205;-16088.7774947556;638486.160523961;0
102;2;4.9802997566923;2;"Naive";"Sg";"Trachea";3.70971641558921;606308.60553445;-16088.7774947555;638486.160523961;0
102;3;2.87448181769947;2;"Naive";"Sg";"Trachea";3.70971641558921;590219.828039694;-16088.7774947552;638486.16052396;1
102;4;4.16541197867968;2;"Naive";"Sg";"Trachea";3.70971641558921;574131.050544939;-14280.0556722332;631251.273233872;0
102;5;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;559850.994872706;-14280.0556722332;631251.273233872;1
102;6;2.87448181769947;2;"Naive";"Sg";"Trachea";3.70971641558921;545570.939200473;-14280.0556722332;631251.273233872;1
102;7;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;531290.88352824;-14280.0556722331;631251.273233871;0
102;8;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;517010.827856006;-14280.0556722333;631251.273233873;1
102;9;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;502730.772183773;-11579.0641934621;606942.349924932;1
102;10;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;491151.707990311;-11579.0641934621;606942.349924932;1
102;11;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;479572.643796849;-11579.0641934621;606942.349924932;1
102;12;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;467993.579603387;-11579.0641934621;606942.349924932;1
102;13;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;456414.515409925;-11579.0641934621;606942.349924932;1
102;14;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;444835.451216463;-11579.0641934621;606942.349924932;1
102;15;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;433256.387023001;-11579.0641934621;606942.349924933;1
102;16;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;421677.322829538;-11579.0641934621;606942.349924932;1
102;17;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;410098.258636076;-11579.0641934621;606942.349924932;1
102;18;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;398519.194442614;-11579.0641934621;606942.349924933;1
102;19;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;386940.130249152;-11579.0641934621;606942.349924932;1
102;20;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;375361.06605569;0;375361.06605569;1
102;0;2.67760695272049;3;"Naive";"Total";"Naso";3.70971641558921;638486.160523961;-16088.7774947555;638486.160523961;1
102;1;9.29935956280932;3;"Naive";"Total";"Naso";3.70971641558921;622397.383029205;-16088.7774947556;638486.160523961;0
102;2;8.2975519003658;3;"Naive";"Total";"Naso";3.70971641558921;606308.60553445;-16088.7774947555;638486.160523961;0
102;3;7.92152459049967;3;"Naive";"Total";"Naso";3.70971641558921;590219.828039694;-16088.7774947552;638486.16052396;0
102;4;5.97264110361449;3;"Naive";"Total";"Naso";3.70971641558921;574131.050544939;-14280.0556722332;631251.273233872;0
102;5;NA;3;"Naive";"Total";"Naso";3.70971641558921;559850.994872706;-14280.0556722332;631251.273233872;0
102;6;5.43195624812089;3;"Naive";"Total";"Naso";3.70971641558921;545570.939200473;-14280.0556722332;631251.273233872;0
102;7;NA;3;"Naive";"Total";"Naso";3.70971641558921;531290.88352824;-14280.0556722331;631251.273233871;0
102;8;NA;3;"Naive";"Total";"Naso";3.70971641558921;517010.827856006;-14280.0556722333;631251.273233873;0
102;9;7.35313206036248;3;"Naive";"Total";"Naso";3.70971641558921;502730.772183773;-11579.0641934621;606942.349924932;0
102;10;NA;3;"Naive";"Total";"Naso";3.70971641558921;491151.707990311;-11579.0641934621;606942.349924932;0
102;11;NA;3;"Naive";"Total";"Naso";3.70971641558921;479572.643796849;-11579.0641934621;606942.349924932;0
102;12;NA;3;"Naive";"Total";"Naso";3.70971641558921;467993.579603387;-11579.0641934621;606942.349924932;1
102;13;NA;3;"Naive";"Total";"Naso";3.70971641558921;456414.515409925;-11579.0641934621;606942.349924932;0
102;14;2.67760695272049;3;"Naive";"Total";"Naso";3.70971641558921;444835.451216463;-11579.0641934621;606942.349924932;1
102;15;NA;3;"Naive";"Total";"Naso";3.70971641558921;433256.387023001;-11579.0641934621;606942.349924933;0
102;16;NA;3;"Naive";"Total";"Naso";3.70971641558921;421677.322829538;-11579.0641934621;606942.349924932;0
102;17;NA;3;"Naive";"Total";"Naso";3.70971641558921;410098.258636076;-11579.0641934621;606942.349924932;0
102;18;NA;3;"Naive";"Total";"Naso";3.70971641558921;398519.194442614;-11579.0641934621;606942.349924933;1
102;19;NA;3;"Naive";"Total";"Naso";3.70971641558921;386940.130249152;-11579.0641934621;606942.349924932;1
102;20;3.03231077956204;3;"Naive";"Total";"Naso";3.70971641558921;375361.06605569;0;375361.06605569;0
102;0;2.87448181769947;4;"Naive";"Sg";"Naso";3.70971641558921;638486.160523961;-16088.7774947555;638486.160523961;1
102;1;5.50222145600021;4;"Naive";"Sg";"Naso";3.70971641558921;622397.383029205;-16088.7774947556;638486.160523961;0
102;2;3.60936780535919;4;"Naive";"Sg";"Naso";3.70971641558921;606308.60553445;-16088.7774947555;638486.160523961;0
102;3;6.4071862568095;4;"Naive";"Sg";"Naso";3.70971641558921;590219.828039694;-16088.7774947552;638486.16052396;0
102;4;2.87448181769947;4;"Naive";"Sg";"Naso";3.70971641558921;574131.050544939;-14280.0556722332;631251.273233872;1
102;5;NA;4;"Naive";"Sg";"Naso";3.70971641558921;559850.994872706;-14280.0556722332;631251.273233872;0
102;6;3.57270316574113;4;"Naive";"Sg";"Naso";3.70971641558921;545570.939200473;-14280.0556722332;631251.273233872;0
102;7;NA;4;"Naive";"Sg";"Naso";3.70971641558921;531290.88352824;-14280.0556722331;631251.273233871;1
102;8;NA;4;"Naive";"Sg";"Naso";3.70971641558921;517010.827856006;-14280.0556722333;631251.273233873;1
102;9;NA;4;"Naive";"Sg";"Naso";3.70971641558921;502730.772183773;-11579.0641934621;606942.349924932;1
102;10;NA;4;"Naive";"Sg";"Naso";3.70971641558921;491151.707990311;-11579.0641934621;606942.349924932;0
102;11;NA;4;"Naive";"Sg";"Naso";3.70971641558921;479572.643796849;-11579.0641934621;606942.349924932;1
102;12;NA;4;"Naive";"Sg";"Naso";3.70971641558921;467993.579603387;-11579.0641934621;606942.349924932;1
102;13;NA;4;"Naive";"Sg";"Naso";3.70971641558921;456414.515409925;-11579.0641934621;606942.349924932;1
102;14;NA;4;"Naive";"Sg";"Naso";3.70971641558921;444835.451216463;-11579.0641934621;606942.349924932;1
102;15;NA;4;"Naive";"Sg";"Naso";3.70971641558921;433256.387023001;-11579.0641934621;606942.349924933;1
102;16;NA;4;"Naive";"Sg";"Naso";3.70971641558921;421677.322829538;-11579.0641934621;606942.349924932;1
102;17;NA;4;"Naive";"Sg";"Naso";3.70971641558921;410098.258636076;-11579.0641934621;606942.349924932;1
102;18;NA;4;"Naive";"Sg";"Naso";3.70971641558921;398519.194442614;-11579.0641934621;606942.349924933;1
102;19;NA;4;"Naive";"Sg";"Naso";3.70971641558921;386940.130249152;-11579.0641934621;606942.349924932;1
102;20;NA;4;"Naive";"Sg";"Naso";3.70971641558921;375361.06605569;0;375361.06605569;1
103;0;2.67760695272049;1;"Naive";"Total";"Trachea";5.15609358099522;325251.712108474;-14624.267744921;325251.712108474;1
103;1;6.14006491879623;1;"Naive";"Total";"Trachea";5.15609358099522;310627.444363553;-14624.267744921;325251.712108474;0
103;2;4.06552754966312;1;"Naive";"Total";"Trachea";5.15609358099522;296003.176618632;-14624.267744921;325251.712108474;0
103;3;3.5032325925942;1;"Naive";"Total";"Trachea";5.15609358099522;281378.908873711;-14624.2677449209;325251.712108474;0
103;4;2.67760695272049;1;"Naive";"Total";"Trachea";5.15609358099522;266754.64112879;-11711.2398173832;313599.600398323;1
103;5;NA;1;"Naive";"Total";"Trachea";5.15609358099522;255043.401311407;-11711.2398173832;313599.600398323;0
103;6;3.07839255538487;1;"Naive";"Total";"Trachea";5.15609358099522;243332.161494024;-11711.2398173832;313599.600398323;0
103;7;NA;1;"Naive";"Total";"Trachea";5.15609358099522;231620.921676641;-11711.2398173832;313599.600398323;0
103;8;NA;1;"Naive";"Total";"Trachea";5.15609358099522;219909.681859257;-11711.2398173834;313599.600398324;0
103;9;2.67760695272049;1;"Naive";"Total";"Trachea";5.15609358099522;208198.442041874;-7955.05349129002;279793.923463484;1
103;10;NA;1;"Naive";"Total";"Trachea";5.15609358099522;200243.388550584;-7955.05349128999;279793.923463484;0
103;11;NA;1;"Naive";"Total";"Trachea";5.15609358099522;192288.335059294;-7955.05349128999;279793.923463484;1
103;12;NA;1;"Naive";"Total";"Trachea";5.15609358099522;184333.281568004;-7955.05349129002;279793.923463484;1
103;13;NA;1;"Naive";"Total";"Trachea";5.15609358099522;176378.228076714;-7955.05349128999;279793.923463484;1
103;14;2.67760695272049;1;"Naive";"Total";"Trachea";5.15609358099522;168423.174585424;-7955.05349128999;279793.923463484;1
103;15;NA;1;"Naive";"Total";"Trachea";5.15609358099522;160468.121094134;-7955.05349129002;279793.923463484;1
103;16;NA;1;"Naive";"Total";"Trachea";5.15609358099522;152513.067602844;-7955.05349128999;279793.923463484;1
103;17;NA;1;"Naive";"Total";"Trachea";5.15609358099522;144558.014111554;-7955.05349129002;279793.923463484;1
103;18;NA;1;"Naive";"Total";"Trachea";5.15609358099522;136602.960620264;-7955.05349128999;279793.923463484;1
103;19;NA;1;"Naive";"Total";"Trachea";5.15609358099522;128647.907128974;-7955.05349128997;279793.923463484;1
103;20;2.67760695272049;1;"Naive";"Total";"Trachea";5.15609358099522;120692.853637684;0;120692.853637684;1
103;0;2.87448181769947;2;"Naive";"Sg";"Trachea";5.15609358099522;325251.712108474;-14624.267744921;325251.712108474;1
103;1;5.46277409003516;2;"Naive";"Sg";"Trachea";5.15609358099522;310627.444363553;-14624.267744921;325251.712108474;0
103;2;3.10740820803802;2;"Naive";"Sg";"Trachea";5.15609358099522;296003.176618632;-14624.267744921;325251.712108474;0
103;3;2.87448181769947;2;"Naive";"Sg";"Trachea";5.15609358099522;281378.908873711;-14624.2677449209;325251.712108474;1
103;4;2.87448181769947;2;"Naive";"Sg";"Trachea";5.15609358099522;266754.64112879;-11711.2398173832;313599.600398323;1
103;5;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;255043.401311407;-11711.2398173832;313599.600398323;1
103;6;2.87448181769947;2;"Naive";"Sg";"Trachea";5.15609358099522;243332.161494024;-11711.2398173832;313599.600398323;1
103;7;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;231620.921676641;-11711.2398173832;313599.600398323;1
103;8;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;219909.681859257;-11711.2398173834;313599.600398324;1
103;9;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;208198.442041874;-7955.05349129002;279793.923463484;1
103;10;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;200243.388550584;-7955.05349128999;279793.923463484;1
103;11;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;192288.335059294;-7955.05349128999;279793.923463484;1
103;12;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;184333.281568004;-7955.05349129002;279793.923463484;1
103;13;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;176378.228076714;-7955.05349128999;279793.923463484;1
103;14;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;168423.174585424;-7955.05349128999;279793.923463484;1
103;15;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;160468.121094134;-7955.05349129002;279793.923463484;1
103;16;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;152513.067602844;-7955.05349128999;279793.923463484;1
103;17;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;144558.014111554;-7955.05349129002;279793.923463484;1
103;18;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;136602.960620264;-7955.05349128999;279793.923463484;1
103;19;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;128647.907128974;-7955.05349128997;279793.923463484;1
103;20;NA;2;"Naive";"Sg";"Trachea";5.15609358099522;120692.853637684;0;120692.853637684;1
103;0;2.67760695272049;3;"Naive";"Total";"Naso";5.15609358099522;325251.712108474;-14624.267744921;325251.712108474;1
103;1;7.06045119822222;3;"Naive";"Total";"Naso";5.15609358099522;310627.444363553;-14624.267744921;325251.712108474;0
103;2;4.40825545722133;3;"Naive";"Total";"Naso";5.15609358099522;296003.176618632;-14624.267744921;325251.712108474;0
103;3;4.66561983242493;3;"Naive";"Total";"Naso";5.15609358099522;281378.908873711;-14624.2677449209;325251.712108474;0
103;4;2.69657520556745;3;"Naive";"Total";"Naso";5.15609358099522;266754.64112879;-11711.2398173832;313599.600398323;0
103;5;NA;3;"Naive";"Total";"Naso";5.15609358099522;255043.401311407;-11711.2398173832;313599.600398323;0
103;6;3.47486901336535;3;"Naive";"Total";"Naso";5.15609358099522;243332.161494024;-11711.2398173832;313599.600398323;0
103;7;NA;3;"Naive";"Total";"Naso";5.15609358099522;231620.921676641;-11711.2398173832;313599.600398323;1
103;8;NA;3;"Naive";"Total";"Naso";5.15609358099522;219909.681859257;-11711.2398173834;313599.600398324;0
103;9;2.67760695272049;3;"Naive";"Total";"Naso";5.15609358099522;208198.442041874;-7955.05349129002;279793.923463484;1
103;10;NA;3;"Naive";"Total";"Naso";5.15609358099522;200243.388550584;-7955.05349128999;279793.923463484;1
103;11;NA;3;"Naive";"Total";"Naso";5.15609358099522;192288.335059294;-7955.05349128999;279793.923463484;1
103;12;NA;3;"Naive";"Total";"Naso";5.15609358099522;184333.281568004;-7955.05349129002;279793.923463484;0
103;13;NA;3;"Naive";"Total";"Naso";5.15609358099522;176378.228076714;-7955.05349128999;279793.923463484;1
103;14;2.67760695272049;3;"Naive";"Total";"Naso";5.15609358099522;168423.174585424;-7955.05349128999;279793.923463484;1
103;15;NA;3;"Naive";"Total";"Naso";5.15609358099522;160468.121094134;-7955.05349129002;279793.923463484;1
103;16;NA;3;"Naive";"Total";"Naso";5.15609358099522;152513.067602844;-7955.05349128999;279793.923463484;1
103;17;NA;3;"Naive";"Total";"Naso";5.15609358099522;144558.014111554;-7955.05349129002;279793.923463484;1
103;18;NA;3;"Naive";"Total";"Naso";5.15609358099522;136602.960620264;-7955.05349128999;279793.923463484;1
103;19;NA;3;"Naive";"Total";"Naso";5.15609358099522;128647.907128974;-7955.05349128997;279793.923463484;1
103;20;2.67760695272049;3;"Naive";"Total";"Naso";5.15609358099522;120692.853637684;0;120692.853637684;1
103;0;2.87448181769947;4;"Naive";"Sg";"Naso";5.15609358099522;325251.712108474;-14624.267744921;325251.712108474;1
103;1;3.41192795401948;4;"Naive";"Sg";"Naso";5.15609358099522;310627.444363553;-14624.267744921;325251.712108474;0
103;2;3.72319699925198;4;"Naive";"Sg";"Naso";5.15609358099522;296003.176618632;-14624.267744921;325251.712108474;0
103;3;3.54714129054523;4;"Naive";"Sg";"Naso";5.15609358099522;281378.908873711;-14624.2677449209;325251.712108474;0
103;4;2.87448181769947;4;"Naive";"Sg";"Naso";5.15609358099522;266754.64112879;-11711.2398173832;313599.600398323;1
103;5;NA;4;"Naive";"Sg";"Naso";5.15609358099522;255043.401311407;-11711.2398173832;313599.600398323;1
