"AnimalID";"Time";"log10VL";"obs";"Group";"type";"organ";"Weight";"censored";"ECL";"ECL.Slope";"ECL.Intercept";"Marker2";"Marker2.Slope";"Marker2.Intercept";"Marker3";"Marker3.Slope";"Marker3.Intercept"
101;15;NA;1;"Naive";"Total";"Trachea";5.00632976578781;1;299727.512604325;2770.74941851775;258166.271326559;166438.114374447;-11427.9239240291;337856.973234884;475007.790356822;19221.0920792627;186691.409167882
101;16;NA;1;"Naive";"Total";"Trachea";5.00632976578781;1;302498.262022843;2770.74941851769;258166.27132656;155010.190450418;-11427.9239240291;337856.973234884;494228.882436085;19221.0920792627;186691.409167882
101;17;NA;1;"Naive";"Total";"Trachea";5.00632976578781;1;305269.011441361;2770.74941851775;258166.271326559;143582.266526389;-11427.9239240291;337856.973234884;513449.974515348;19221.0920792627;186691.409167882
101;18;NA;1;"Naive";"Total";"Trachea";5.00632976578781;1;308039.760859879;2770.74941851775;258166.271326559;132154.34260236;-11427.9239240291;337856.973234884;532671.066594611;19221.0920792627;186691.409167882
101;19;NA;1;"Naive";"Total";"Trachea";5.00632976578781;1;310810.510278396;2770.74941851769;258166.27132656;120726.418678331;-11427.9239240291;337856.973234884;551892.158673873;19221.0920792627;186691.409167882
101;20;2.67760695272049;1;"Naive";"Total";"Trachea";5.00632976578781;1;313581.259696914;0;313581.259696914;109298.494754302;0;109298.494754302;571113.250753136;0;571113.250753136
101;0;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;1059972.00303364;-227223.928276344;1059972.00303364;154557.459254329;82809.9087806345;154557.459254329;149553.121147568;62707.3712216968;149553.121147568
101;1;4.40653632874119;2;"Naive";"Sg";"Trachea";5.00632976578781;0;832748.074757296;-227223.928276344;1059972.00303364;237367.368034963;82809.9087806345;154557.459254329;212260.492369265;62707.3712216968;149553.121147568
101;2;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;605524.146480952;-227223.928276344;1059972.00303364;320177.276815598;82809.9087806345;154557.459254329;274967.863590961;62707.3712216968;149553.121147568
101;3;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;378300.218204608;-227223.928276344;1059972.00303364;402987.185596232;82809.9087806345;154557.459254329;337675.234812658;62707.3712216967;149553.121147568
101;4;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;151076.289928264;26405.345232991;45454.9089963;485797.094376867;-50158.287291649;686430.243543463;400382.606034355;-8140.27363062178;432943.700556842
101;5;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;0;177481.635161255;26405.345232991;45454.9089963001;435638.807085218;-50158.287291649;686430.243543463;392242.332403733;-8140.27363062178;432943.700556842
101;6;2.87448181769947;2;"Naive";"Sg";"Trachea";5.00632976578781;1;203886.980394246;26405.345232991;45454.9089963001;385480.519793569;-50158.287291649;686430.243543463;384102.058773111;-8140.27363062178;432943.700556842
101;7;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;230292.325627237;26405.345232991;45454.9089962997;335322.23250192;-50158.287291649;686430.243543463;375961.78514249;-8140.27363062184;432943.700556843
101;8;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;256697.670860228;26405.345232991;45454.9089963002;285163.945210271;-50158.2872916491;686430.243543464;367821.511511868;-8140.27363062178;432943.700556842
101;9;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;283103.016093219;2770.74941851775;258166.271326559;235005.657918622;-11427.9239240291;337856.973234884;359681.237881246;19221.0920792627;186691.409167882
101;10;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;285873.765511737;2770.74941851769;258166.27132656;223577.733994593;-11427.9239240291;337856.973234884;378902.329960509;19221.0920792627;186691.409167882
101;11;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;288644.514930254;2770.74941851775;258166.271326559;212149.810070564;-11427.9239240291;337856.973234884;398123.422039771;19221.0920792627;186691.409167882
101;12;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;291415.264348772;2770.74941851775;258166.271326559;200721.886146535;-11427.9239240291;337856.973234884;417344.514119034;19221.0920792628;186691.409167881
101;13;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;294186.01376729;2770.74941851769;258166.27132656;189293.962222506;-11427.9239240291;337856.973234884;436565.606198297;19221.0920792628;186691.409167881
101;14;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;296956.763185808;2770.74941851775;258166.271326559;177866.038298477;-11427.9239240291;337856.973234884;455786.69827756;19221.0920792627;186691.409167882
101;15;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;299727.512604325;2770.74941851775;258166.271326559;166438.114374447;-11427.9239240291;337856.973234884;475007.790356822;19221.0920792627;186691.409167882
101;16;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;302498.262022843;2770.74941851769;258166.27132656;155010.190450418;-11427.9239240291;337856.973234884;494228.882436085;19221.0920792627;186691.409167882
101;17;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;305269.011441361;2770.74941851775;258166.271326559;143582.266526389;-11427.9239240291;337856.973234884;513449.974515348;19221.0920792627;186691.409167882
101;18;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;308039.760859879;2770.74941851775;258166.271326559;132154.34260236;-11427.9239240291;337856.973234884;532671.066594611;19221.0920792627;186691.409167882
101;19;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;310810.510278396;2770.74941851769;258166.27132656;120726.418678331;-11427.9239240291;337856.973234884;551892.158673873;19221.0920792627;186691.409167882
101;20;NA;2;"Naive";"Sg";"Trachea";5.00632976578781;1;313581.259696914;0;313581.259696914;109298.494754302;0;109298.494754302;571113.250753136;0;571113.250753136
101;0;2.67760695272049;3;"Naive";"Total";"Naso";5.00632976578781;1;1059972.00303364;-227223.928276344;1059972.00303364;154557.459254329;82809.9087806345;154557.459254329;149553.121147568;62707.3712216968;149553.121147568
101;1;8.77433615937104;3;"Naive";"Total";"Naso";5.00632976578781;0;832748.074757296;-227223.928276344;1059972.00303364;237367.368034963;82809.9087806345;154557.459254329;212260.492369265;62707.3712216968;149553.121147568
101;2;6.51440304433926;3;"Naive";"Total";"Naso";5.00632976578781;0;605524.146480952;-227223.928276344;1059972.00303364;320177.276815598;82809.9087806345;154557.459254329;274967.863590961;62707.3712216968;149553.121147568
101;3;6.38684019214392;3;"Naive";"Total";"Naso";5.00632976578781;0;378300.218204608;-227223.928276344;1059972.00303364;402987.185596232;82809.9087806345;154557.459254329;337675.234812658;62707.3712216967;149553.121147568
101;4;5.35363837241449;3;"Naive";"Total";"Naso";5.00632976578781;0;151076.289928264;26405.345232991;45454.9089963;485797.094376867;-50158.287291649;686430.243543463;400382.606034355;-8140.27363062178;432943.700556842
101;5;NA;3;"Naive";"Total";"Naso";5.00632976578781;0;177481.635161255;26405.345232991;45454.9089963001;435638.807085218;-50158.287291649;686430.243543463;392242.332403733;-8140.27363062178;432943.700556842
101;6;5.91129617855928;3;"Naive";"Total";"Naso";5.00632976578781;0;203886.980394246;26405.345232991;45454.9089963001;385480.519793569;-50158.287291649;686430.243543463;384102.058773111;-8140.27363062178;432943.700556842
101;7;NA;3;"Naive";"Total";"Naso";5.00632976578781;0;230292.325627237;26405.345232991;45454.9089962997;335322.23250192;-50158.287291649;686430.243543463;375961.78514249;-8140.27363062184;432943.700556843
101;8;NA;3;"Naive";"Total";"Naso";5.00632976578781;0;256697.670860228;26405.345232991;45454.9089963002;285163.945210271;-50158.2872916491;686430.243543464;367821.511511868;-8140.27363062178;432943.700556842
101;9;3.86634510190748;3;"Naive";"Total";"Naso";5.00632976578781;0;283103.016093219;2770.74941851775;258166.271326559;235005.657918622;-11427.9239240291;337856.973234884;359681.237881246;19221.0920792627;186691.409167882
101;10;NA;3;"Naive";"Total";"Naso";5.00632976578781;1;285873.765511737;2770.74941851769;258166.27132656;223577.733994593;-11427.9239240291;337856.973234884;378902.329960509;19221.0920792627;186691.409167882
101;11;NA;3;"Naive";"Total";"Naso";5.00632976578781;1;288644.514930254;2770.74941851775;258166.271326559;212149.810070564;-11427.9239240291;337856.973234884;398123.422039771;19221.0920792627;186691.409167882
101;12;NA;3;"Naive";"Total";"Naso";5.00632976578781;0;291415.264348772;2770.74941851775;258166.271326559;200721.886146535;-11427.9239240291;337856.973234884;417344.514119034;19221.0920792628;186691.409167881
101;13;NA;3;"Naive";"Total";"Naso";5.00632976578781;0;294186.01376729;2770.74941851769;258166.27132656;189293.962222506;-11427.9239240291;337856.973234884;436565.606198297;19221.0920792628;186691.409167881
101;14;2.99949734889647;3;"Naive";"Total";"Naso";5.00632976578781;0;296956.763185808;2770.74941851775;258166.271326559;177866.038298477;-11427.9239240291;337856.973234884;455786.69827756;19221.0920792627;186691.409167882
101;15;NA;3;"Naive";"Total";"Naso";5.00632976578781;1;299727.512604325;2770.74941851775;258166.271326559;166438.114374447;-11427.9239240291;337856.973234884;475007.790356822;19221.0920792627;186691.409167882
101;16;NA;3;"Naive";"Total";"Naso";5.00632976578781;1;302498.262022843;2770.74941851769;258166.27132656;155010.190450418;-11427.9239240291;337856.973234884;494228.882436085;19221.0920792627;186691.409167882
101;17;NA;3;"Naive";"Total";"Naso";5.00632976578781;1;305269.011441361;2770.74941851775;258166.271326559;143582.266526389;-11427.9239240291;337856.973234884;513449.974515348;19221.0920792627;186691.409167882
101;18;NA;3;"Naive";"Total";"Naso";5.00632976578781;1;308039.760859879;2770.74941851775;258166.271326559;132154.34260236;-11427.9239240291;337856.973234884;532671.066594611;19221.0920792627;186691.409167882
101;19;NA;3;"Naive";"Total";"Naso";5.00632976578781;1;310810.510278396;2770.74941851769;258166.27132656;120726.418678331;-11427.9239240291;337856.973234884;551892.158673873;19221.0920792627;186691.409167882
101;20;2.67760695272049;3;"Naive";"Total";"Naso";5.00632976578781;1;313581.259696914;0;313581.259696914;109298.494754302;0;109298.494754302;571113.250753136;0;571113.250753136
101;0;2.87448181769947;4;"Naive";"Sg";"Naso";5.00632976578781;1;1059972.00303364;-227223.928276344;1059972.00303364;154557.459254329;82809.9087806345;154557.459254329;149553.121147568;62707.3712216968;149553.121147568
101;1;3.87905796344829;4;"Naive";"Sg";"Naso";5.00632976578781;0;832748.074757296;-227223.928276344;1059972.00303364;237367.368034963;82809.9087806345;154557.459254329;212260.492369265;62707.3712216968;149553.121147568
101;2;4.92332053010819;4;"Naive";"Sg";"Naso";5.00632976578781;0;605524.146480952;-227223.928276344;1059972.00303364;320177.276815598;82809.9087806345;154557.459254329;274967.863590961;62707.3712216968;149553.121147568
101;3;5.81519774613382;4;"Naive";"Sg";"Naso";5.00632976578781;0;378300.218204608;-227223.928276344;1059972.00303364;402987.185596232;82809.9087806345;154557.459254329;337675.234812658;62707.3712216967;149553.121147568
101;4;3.99672463112953;4;"Naive";"Sg";"Naso";5.00632976578781;0;151076.289928264;26405.345232991;45454.9089963;485797.094376867;-50158.287291649;686430.243543463;400382.606034355;-8140.27363062178;432943.700556842
101;5;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;177481.635161255;26405.345232991;45454.9089963001;435638.807085218;-50158.287291649;686430.243543463;392242.332403733;-8140.27363062178;432943.700556842
101;6;2.87448181769947;4;"Naive";"Sg";"Naso";5.00632976578781;1;203886.980394246;26405.345232991;45454.9089963001;385480.519793569;-50158.287291649;686430.243543463;384102.058773111;-8140.27363062178;432943.700556842
101;7;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;230292.325627237;26405.345232991;45454.9089962997;335322.23250192;-50158.287291649;686430.243543463;375961.78514249;-8140.27363062184;432943.700556843
101;8;NA;4;"Naive";"Sg";"Naso";5.00632976578781;0;256697.670860228;26405.345232991;45454.9089963002;285163.945210271;-50158.2872916491;686430.243543464;367821.511511868;-8140.27363062178;432943.700556842
101;9;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;283103.016093219;2770.74941851775;258166.271326559;235005.657918622;-11427.9239240291;337856.973234884;359681.237881246;19221.0920792627;186691.409167882
101;10;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;285873.765511737;2770.74941851769;258166.27132656;223577.733994593;-11427.9239240291;337856.973234884;378902.329960509;19221.0920792627;186691.409167882
101;11;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;288644.514930254;2770.74941851775;258166.271326559;212149.810070564;-11427.9239240291;337856.973234884;398123.422039771;19221.0920792627;186691.409167882
101;12;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;291415.264348772;2770.74941851775;258166.271326559;200721.886146535;-11427.9239240291;337856.973234884;417344.514119034;19221.0920792628;186691.409167881
101;13;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;294186.01376729;2770.74941851769;258166.27132656;189293.962222506;-11427.9239240291;337856.973234884;436565.606198297;19221.0920792628;186691.409167881
101;14;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;296956.763185808;2770.74941851775;258166.271326559;177866.038298477;-11427.9239240291;337856.973234884;455786.69827756;19221.0920792627;186691.409167882
101;15;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;299727.512604325;2770.74941851775;258166.271326559;166438.114374447;-11427.9239240291;337856.973234884;475007.790356822;19221.0920792627;186691.409167882
101;16;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;302498.262022843;2770.74941851769;258166.27132656;155010.190450418;-11427.9239240291;337856.973234884;494228.882436085;19221.0920792627;186691.409167882
101;17;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;305269.011441361;2770.74941851775;258166.271326559;143582.266526389;-11427.9239240291;337856.973234884;513449.974515348;19221.0920792627;186691.409167882
101;18;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;308039.760859879;2770.74941851775;258166.271326559;132154.34260236;-11427.9239240291;337856.973234884;532671.066594611;19221.0920792627;186691.409167882
101;19;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;310810.510278396;2770.74941851769;258166.27132656;120726.418678331;-11427.9239240291;337856.973234884;551892.158673873;19221.0920792627;186691.409167882
101;20;NA;4;"Naive";"Sg";"Naso";5.00632976578781;1;313581.259696914;0;313581.259696914;109298.494754302;0;109298.494754302;571113.250753136;0;571113.250753136
102;0;2.67760695272049;1;"Naive";"Total";"Trachea";3.70971641558921;1;552049.324172273;121482.105018254;552049.324172273;1651617.09878717;-135431.150209663;1651617.09878717;1554554.26310221;-290321.354993416;1554554.26310221
102;1;5.93336888350907;1;"Naive";"Total";"Trachea";3.70971641558921;0;673531.429190527;121482.105018254;552049.324172273;1516185.94857751;-135431.150209663;1651617.09878717;1264232.90810879;-290321.354993416;1554554.26310221
102;2;5.72082282826431;1;"Naive";"Total";"Trachea";3.70971641558921;0;795013.534208782;121482.105018254;552049.324172273;1380754.79836784;-135431.150209663;1651617.09878717;973911.553115377;-290321.354993416;1554554.26310221
102;3;4.43073538072941;1;"Naive";"Total";"Trachea";3.70971641558921;0;916495.639227036;121482.105018254;552049.324172273;1245323.64815818;-135431.150209663;1651617.09878717;683590.198121961;-290321.354993417;1554554.26310221
102;4;6.3003458302089;1;"Naive";"Total";"Trachea";3.70971641558921;0;1037977.74424529;-119446.17845262;1515762.45805577;1109892.49794852;62311.22012405;860647.61745232;393268.843128544;-62892.3674186188;644838.312803019
102;5;NA;1;"Naive";"Total";"Trachea";3.70971641558921;0;918531.56579267;-119446.17845262;1515762.45805577;1172203.71807257;62311.22012405;860647.61745232;330376.475709925;-62892.3674186188;644838.312803019
102;6;4.8336182383184;1;"Naive";"Total";"Trachea";3.70971641558921;0;799085.38734005;-119446.17845262;1515762.45805577;1234514.93819662;62311.22012405;860647.61745232;267484.108291306;-62892.3674186188;644838.312803019
102;7;NA;1;"Naive";"Total";"Trachea";3.70971641558921;1;679639.208887429;-119446.17845262;1515762.45805577;1296826.15832067;62311.22012405;860647.61745232;204591.740872688;-62892.3674186188;644838.312803019
102;8;NA;1;"Naive";"Total";"Trachea";3.70971641558921;0;560193.030434809;-119446.17845262;1515762.45805577;1359137.37844472;62311.22012405;860647.61745232;141699.373454069;-62892.3674186187;644838.312803019
102;9;2.67760695272049;1;"Naive";"Total";"Trachea";3.70971641558921;1;440746.851982189;12404.6973831984;329104.575533403;1421448.59856877;-66153.4263158333;2016829.43541127;78807.0060354501;-431.343003053698;82689.0930629334
102;10;NA;1;"Naive";"Total";"Trachea";3.70971641558921;0;453151.549365387;12404.6973831985;329104.575533403;1355295.17225294;-66153.4263158331;2016829.43541127;78375.6630323964;-431.343003053698;82689.0930629334
102;11;NA;1;"Naive";"Total";"Trachea";3.70971641558921;1;465556.246748586;12404.6973831985;329104.575533403;1289141.7459371;-66153.4263158333;2016829.43541127;77944.3200293427;-431.343003053698;82689.0930629334
102;12;NA;1;"Naive";"Total";"Trachea";3.70971641558921;1;477960.944131784;12404.6973831984;329104.575533403;1222988.31962127;-66153.4263158333;2016829.43541127;77512.977026289;-431.343003053698;82689.0930629334
102;13;NA;1;"Naive";"Total";"Trachea";3.70971641558921;1;490365.641514983;12404.6973831984;329104.575533403;1156834.89330544;-66153.4263158331;2016829.43541127;77081.6340232353;-431.343003053713;82689.0930629336
102;14;2.67760695272049;1;"Naive";"Total";"Trachea";3.70971641558921;1;502770.338898181;12404.6973831985;329104.575533403;1090681.4669896;-66153.4263158333;2016829.43541127;76650.2910201816;-431.343003053698;82689.0930629334
102;15;NA;1;"Naive";"Total";"Trachea";3.70971641558921;1;515175.03628138;12404.6973831985;329104.575533403;1024528.04067377;-66153.4263158333;2016829.43541127;76218.9480171279;-431.343003053698;82689.0930629334
102;16;NA;1;"Naive";"Total";"Trachea";3.70971641558921;1;527579.733664578;12404.6973831984;329104.575533403;958374.614357937;-66153.4263158333;2016829.43541127;75787.6050140742;-431.343003053698;82689.0930629334
102;17;NA;1;"Naive";"Total";"Trachea";3.70971641558921;1;539984.431047777;12404.6973831984;329104.575533403;892221.188042104;-66153.4263158333;2016829.43541127;75356.2620110205;-431.343003053698;82689.0930629334
102;18;NA;1;"Naive";"Total";"Trachea";3.70971641558921;1;552389.128430975;12404.6973831985;329104.575533401;826067.76172627;-66153.4263158331;2016829.43541127;74924.9190079668;-431.343003053698;82689.0930629334
102;19;NA;1;"Naive";"Total";"Trachea";3.70971641558921;1;564793.825814174;12404.6973831984;329104.575533404;759914.335410437;-66153.4263158333;2016829.43541127;74493.5760049131;-431.343003053713;82689.0930629337
102;20;2.67760695272049;1;"Naive";"Total";"Trachea";3.70971641558921;1;577198.523197372;0;577198.523197372;693760.909094604;0;693760.909094604;74062.2330018594;0;74062.2330018594
102;0;2.87448181769947;2;"Naive";"Sg";"Trachea";3.70971641558921;1;552049.324172273;121482.105018254;552049.324172273;1651617.09878717;-135431.150209663;1651617.09878717;1554554.26310221;-290321.354993416;1554554.26310221
102;1;6.38205993025635;2;"Naive";"Sg";"Trachea";3.70971641558921;0;673531.429190527;121482.105018254;552049.324172273;1516185.94857751;-135431.150209663;1651617.09878717;1264232.90810879;-290321.354993416;1554554.26310221
102;2;4.9802997566923;2;"Naive";"Sg";"Trachea";3.70971641558921;0;795013.534208782;121482.105018254;552049.324172273;1380754.79836784;-135431.150209663;1651617.09878717;973911.553115377;-290321.354993416;1554554.26310221
102;3;2.87448181769947;2;"Naive";"Sg";"Trachea";3.70971641558921;1;916495.639227036;121482.105018254;552049.324172273;1245323.64815818;-135431.150209663;1651617.09878717;683590.198121961;-290321.354993417;1554554.26310221
102;4;4.16541197867968;2;"Naive";"Sg";"Trachea";3.70971641558921;0;1037977.74424529;-119446.17845262;1515762.45805577;1109892.49794852;62311.22012405;860647.61745232;393268.843128544;-62892.3674186188;644838.312803019
102;5;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;918531.56579267;-119446.17845262;1515762.45805577;1172203.71807257;62311.22012405;860647.61745232;330376.475709925;-62892.3674186188;644838.312803019
102;6;2.87448181769947;2;"Naive";"Sg";"Trachea";3.70971641558921;1;799085.38734005;-119446.17845262;1515762.45805577;1234514.93819662;62311.22012405;860647.61745232;267484.108291306;-62892.3674186188;644838.312803019
102;7;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;0;679639.208887429;-119446.17845262;1515762.45805577;1296826.15832067;62311.22012405;860647.61745232;204591.740872688;-62892.3674186188;644838.312803019
102;8;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;560193.030434809;-119446.17845262;1515762.45805577;1359137.37844472;62311.22012405;860647.61745232;141699.373454069;-62892.3674186187;644838.312803019
102;9;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;440746.851982189;12404.6973831984;329104.575533403;1421448.59856877;-66153.4263158333;2016829.43541127;78807.0060354501;-431.343003053698;82689.0930629334
102;10;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;453151.549365387;12404.6973831985;329104.575533403;1355295.17225294;-66153.4263158331;2016829.43541127;78375.6630323964;-431.343003053698;82689.0930629334
102;11;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;465556.246748586;12404.6973831985;329104.575533403;1289141.7459371;-66153.4263158333;2016829.43541127;77944.3200293427;-431.343003053698;82689.0930629334
102;12;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;477960.944131784;12404.6973831984;329104.575533403;1222988.31962127;-66153.4263158333;2016829.43541127;77512.977026289;-431.343003053698;82689.0930629334
102;13;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;490365.641514983;12404.6973831984;329104.575533403;1156834.89330544;-66153.4263158331;2016829.43541127;77081.6340232353;-431.343003053713;82689.0930629336
102;14;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;502770.338898181;12404.6973831985;329104.575533403;1090681.4669896;-66153.4263158333;2016829.43541127;76650.2910201816;-431.343003053698;82689.0930629334
102;15;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;515175.03628138;12404.6973831985;329104.575533403;1024528.04067377;-66153.4263158333;2016829.43541127;76218.9480171279;-431.343003053698;82689.0930629334
102;16;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;527579.733664578;12404.6973831984;329104.575533403;958374.614357937;-66153.4263158333;2016829.43541127;75787.6050140742;-431.343003053698;82689.0930629334
102;17;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;539984.431047777;12404.6973831984;329104.575533403;892221.188042104;-66153.4263158333;2016829.43541127;75356.2620110205;-431.343003053698;82689.0930629334
102;18;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;552389.128430975;12404.6973831985;329104.575533401;826067.76172627;-66153.4263158331;2016829.43541127;74924.9190079668;-431.343003053698;82689.0930629334
102;19;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;564793.825814174;12404.6973831984;329104.575533404;759914.335410437;-66153.4263158333;2016829.43541127;74493.5760049131;-431.343003053713;82689.0930629337
102;20;NA;2;"Naive";"Sg";"Trachea";3.70971641558921;1;577198.523197372;0;577198.523197372;693760.909094604;0;693760.909094604;74062.2330018594;0;74062.2330018594
102;0;2.67760695272049;3;"Naive";"Total";"Naso";3.70971641558921;1;552049.324172273;121482.105018254;552049.324172273;1651617.09878717;-135431.150209663;1651617.09878717;1554554.26310221;-290321.354993416;1554554.26310221
102;1;9.29935956280932;3;"Naive";"Total";"Naso";3.70971641558921;0;673531.429190527;121482.105018254;552049.324172273;1516185.94857751;-135431.150209663;1651617.09878717;1264232.90810879;-290321.354993416;1554554.26310221
102;2;8.2975519003658;3;"Naive";"Total";"Naso";3.70971641558921;0;795013.534208782;121482.105018254;552049.324172273;1380754.79836784;-135431.150209663;1651617.09878717;973911.553115377;-290321.354993416;1554554.26310221
102;3;7.92152459049967;3;"Naive";"Total";"Naso";3.70971641558921;0;916495.639227036;121482.105018254;552049.324172273;1245323.64815818;-135431.150209663;1651617.09878717;683590.198121961;-290321.354993417;1554554.26310221
102;4;5.97264110361449;3;"Naive";"Total";"Naso";3.70971641558921;0;1037977.74424529;-119446.17845262;1515762.45805577;1109892.49794852;62311.22012405;860647.61745232;393268.843128544;-62892.3674186188;644838.312803019
102;5;NA;3;"Naive";"Total";"Naso";3.70971641558921;0;918531.56579267;-119446.17845262;1515762.45805577;1172203.71807257;62311.22012405;860647.61745232;330376.475709925;-62892.3674186188;644838.312803019
102;6;5.43195624812089;3;"Naive";"Total";"Naso";3.70971641558921;0;799085.38734005;-119446.17845262;1515762.45805577;1234514.93819662;62311.22012405;860647.61745232;267484.108291306;-62892.3674186188;644838.312803019
