beta_rho_Convalescence_1,-0.279908,0.0938725,0.00763626,0.149028,0.0451893,0.00531276,-0.0185192,-0.00571246,-0.00606263,0.00116953,-0.154651,1,-0.0159875,0.0100333,0.0530004,-0.196221,-0.0647129,-0.109618,0.0225009,0.0358322,0.0476936,0.106127,0.0578416,0.0230303,-0.0512639,-0.0128619,0.0237549,-0.000717038,-0.00116535,-0.0512878,-0.0143322
Smax_pop,-0.242609,-0.236757,0.261389,-0.0349777,0.191226,-0.166405,0.925979,0.857649,0.848901,0.85359,-0.341682,-0.0159875,1,-0.958634,-0.467798,0.526836,0.482653,-0.249304,0.170057,0.110545,0.111233,-0.0625393,0.226447,-0.0917967,0.297108,-0.0628844,-0.144331,-0.0248668,-0.241979,-0.228672,0.333667
theta_BAb_pop,0.230079,0.245168,-0.255395,0.0464839,-0.188116,0.167209,-0.894294,-0.889082,-0.888121,-0.885987,0.292708,0.0100333,-0.958634,1,0.312362,-0.647671,-0.540045,0.25799,-0.167295,-0.107009,-0.110452,0.0543299,-0.270672,0.0998257,-0.298027,0.0711046,0.143947,0.0255126,0.232295,0.237849,-0.315777
beta_theta_BAb_CD40RBDvNaive_1,0.103738,0.0505862,-0.100161,0.0198416,-0.0874669,0.0784107,-0.54303,-0.271851,-0.255998,-0.26784,0.142578,0.0530004,-0.467798,0.312362,1,0.00955728,-0.260407,0.12994,-0.0869862,-0.0649452,-0.0544387,0.038669,-0.056281,0.0239626,-0.12465,0.00763316,0.0615531,0.0117929,0.148218,0.00283712,-0.0970292
beta_theta_BAb_Conv_1,-0.0418113,-0.180463,0.117873,-0.0951031,0.0858944,-0.106739,0.499914,0.576536,0.5869,0.570546,-0.162357,-0.196221,0.526836,-0.647671,0.00955728,1,0.300042,-0.132723,0.0954635,0.0564502,0.0582154,-0.0467045,0.238422,-0.0689479,0.198167,-0.0448921,-0.0949311,-0.0117404,-0.131484,-0.0971891,0.102449
alpha_NAb_pop,0.0313599,-0.14088,0.116433,-0.129204,0.0389861,-0.128995,0.479845,0.418674,0.416742,0.420881,-0.158141,-0.0647129,0.482653,-0.540045,-0.260407,0.300042,1,-0.197398,0.0927752,0.0624557,0.0489109,-0.0448153,0.138602,-0.0753149,0.163477,-0.0457331,-0.0881658,-0.0115206,-0.134963,-0.0854157,0.139621
eta_pop,0.136972,-0.0700424,-0.223075,0.221375,-0.0764867,0.181905,-0.283859,-0.219111,-0.220153,-0.222563,-0.0320216,-0.109618,-0.249304,0.25799,0.12994,-0.132723,-0.197398,1,-0.540769,-0.486818,-0.50541,-0.178482,-0.176991,0.0848659,-0.0685702,-0.0265259,0.00143259,0.000517119,0.132672,0.0353483,-0.0431963
beta_eta_ConvXVacc_CD40,-0.020931,-0.150032,0.20028,-0.124275,0.0461019,-0.110816,0.18541,0.127429,0.15014,0.146082,-0.0280565,0.0225009,0.170057,-0.167295,-0.0869862,0.0954635,0.0927752,-0.540769,1,0.311949,0.309753,-0.0515043,0.0742742,-0.0392898,0.228416,0.0466208,0.0038399,0.00389252,-0.0435556,-0.0214803,0.0401237
beta_eta_ConvXVacc_PanCov,-0.0159046,-0.123938,0.189926,-0.0913488,0.0410496,-0.106517,0.127275,0.0949055,0.0961531,0.0542014,-0.0105058,0.0358322,0.110545,-0.107009,-0.0649452,0.0564502,0.0624557,-0.486818,0.311949,1,0.291716,0.0821416,0.0821869,-0.0210832,0.0890467,0.0161762,0.0331213,0.0464534,-0.0448868,0.00782923,-0.00989483
beta_eta_ConvXVacc_mRNA,-0.0311652,-0.10641,0.188449,-0.0786884,0.0450667,-0.102561,0.126791,0.0979898,0.0821222,0.1031,-0.00712697,0.0476936,0.111233,-0.110452,-0.0544387,0.0582154,0.0489109,-0.50541,0.309753,0.291716,1,0.154069,0.0773053,0.00322065,0.0753401,0.0402589,-0.00154935,0.0499939,-0.0473311,-0.017544,0.010416
omega_delta_N,-0.0671255,0.258089,-0.0552235,0.140487,0.0273922,-0.0148524,-0.0484804,-0.0676848,-0.0439973,-0.0248682,0.0412222,0.106127,-0.0625393,0.0543299,0.038669,-0.0467045,-0.0448153,-0.178482,-0.0515043,0.0821416,0.154069,1,0.0720783,0.00820433,-0.0726565,-0.171632,0.00203098,-0.000778105,-0.00226595,0.0184285,-0.0483676
omega_S0,-0.121485,0.0125563,0.0278281,-0.0375766,0.0726583,-0.0696341,0.277211,0.255904,0.235032,0.224396,0.0356005,0.0578416,0.226447,-0.270672,-0.056281,0.238422,0.138602,-0.176991,0.0742742,0.0821869,0.0773053,0.0720783,1,-0.229779,0.0907576,-0.0174503,-0.0375729,-0.00327412,-0.106801,-0.0172563,-0.11552
omega_theta_BAb,0.0371303,0.00111226,-0.00642441,0.0599154,-0.0255518,0.0428742,-0.0975485,-0.10702,-0.0736768,-0.0381038,-0.0354706,0.0230303,-0.0917967,0.0998257,0.0239626,-0.0689479,-0.0753149,0.0848659,-0.0392898,-0.0210832,0.00322065,0.00820433,-0.229779,1,-0.076274,0.00602734,0.0129766,-0.00536329,0.0486552,0.0606107,-0.198855
omega_eta,-0.0204683,-0.136157,-0.0272439,-0.0238517,0.0471535,-0.0336022,0.294555,0.264563,0.272928,0.2668,-0.116261,-0.0512639,0.297108,-0.298027,-0.12465,0.198167,0.163477,-0.0685702,0.228416,0.0890467,0.0753401,-0.0726565,0.0907576,-0.076274,1,-0.0348036,-0.125198,0.00860299,-0.0562928,-0.0948571,0.134763
a1,0.0348057,0.035968,-0.0237943,-0.123306,-0.0339842,-0.0409473,-0.0543006,-0.0598681,-0.0709965,-0.0678141,0.0186113,-0.0128619,-0.0628844,0.0711046,0.00763316,-0.0448921,-0.0457331,-0.0265259,0.0466208,0.0161762,0.0402589,-0.171632,-0.0174503,0.00602734,-0.0348036,1,0.0619995,0.00454,-0.0205165,0.0203288,-0.0252754
a2,0.0119814,0.0984303,0.054638,0.0483531,-0.0210118,-0.0379438,-0.134682,-0.126831,-0.128727,-0.127334,0.0565956,0.0237549,-0.144331,0.143947,0.0615531,-0.0949311,-0.0881658,0.00143259,0.0038399,0.0331213,-0.00154935,0.00203098,-0.0375729,0.0129766,-0.125198,0.0619995,1,0.00151447,0.0538302,0.0346468,-0.0518358
a3,0.0264932,0.024782,-0.0301183,-0.0747061,-0.005231,0.00254225,-0.0245214,-0.0235898,-0.0239489,-0.0224569,0.000674639,-0.000717038,-0.0248668,0.0255126,0.0117929,-0.0117404,-0.0115206,0.000517119,0.00389252,0.0464534,0.0499939,-0.000778105,-0.00327412,-0.00536329,0.00860299,0.00454,0.00151447,1,-0.0118458,0.00353936,-0.00522987
a4,0.0438477,0.0460366,-0.0164758,0.174542,-0.0305367,0.149011,-0.245607,-0.19071,-0.20276,-0.202509,0.0688399,-0.00116535,-0.241979,0.232295,0.148218,-0.131484,-0.134963,0.132672,-0.0435556,-0.0448868,-0.0473311,-0.00226595,-0.106801,0.0486552,-0.0562928,-0.0205165,0.0538302,-0.0118458,1,0.0305964,-0.0610435
a5,0.0589174,0.0808115,-0.0770302,-0.000976641,-0.0459512,0.041384,-0.189756,-0.2448,-0.220289,-0.257171,0.102968,-0.0512878,-0.228672,0.237849,0.00283712,-0.0971891,-0.0854157,0.0353483,-0.0214803,0.00782923,-0.017544,0.0184285,-0.0172563,0.0606107,-0.0948571,0.0203288,0.0346468,0.00353936,0.0305964,1,-0.242423
a6,-0.0658879,-0.112564,0.0955367,-0.02042,0.0620916,-0.0603306,0.279892,0.297617,0.281539,0.310807,-0.124786,-0.0143322,0.333667,-0.315777,-0.0970292,0.102449,0.139621,-0.0431963,0.0401237,-0.00989483,0.010416,-0.0483676,-0.11552,-0.198855,0.134763,-0.0252754,-0.0518358,-0.00522987,-0.0610435,-0.242423,1
